DBN,School Name,Rigorous Instruction - Percent Positive,Collaborative Teachers - Percent Positive,Supportive Environment - Percent Positive,Effective School Leadership - Percent Positive,Strong Family-Community Ties - Percent Positive,Trust - Percent Positive,Average Grade 8 English Proficiency,Average Grade 8 Math Proficiency,Percent English Language Learners,Percent Students with Disabilities,Percent Self-Contained,Economic Need Index,Percent Overage/ Undercredited,Percent in Temp Housing,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Student Attendance Rate,Percent of Students Chronically Absent,School Name_1,Student Achievement - Section Score,Metric Value - 4-Year Graduation Rate,Metric Value - Postsecondary Enrollment Rate - 18 Months,Metric Value - Postsecondary Enrollment Rate - 6 Months,Metric Value - College and Career Preparatory Course Index,Metric Value - 4-Year College Readiness Index,School Name_2,Metric Value - Average Score SAT Math,Metric Value - Average Score SAT Reading and Writing,Metric Value - % College Ready SAT Math,Metric Value - % College Ready SAT Reading and Writing,Metric Value - % test takers at college ready threshold Regents English,Metric Value - % Passing an Industry-Recognized Technical Assessment,school_name,overview_paragraph,neighborhood,location,phone_number,fax_number,school_email,website,grades2018,total_students,start_time,end_time,addtl_info1,extracurricular_activities,psal_sports_boys,psal_sports_girls,psal_sports_coed,school_sports,graduation_rate,attendance_rate,pct_stu_enough_variety,college_career_rate,pct_stu_safe,girls,boys,pbat,international,specialized,transfer,ptech,earlycollege,geoeligibility,primary_address_line_1,city,Postcode,state_code,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Borough,NTA_lower,nta,measure,Unemployment Rate,"Households Less than $10,000",Households With cash public assistance income,Households With Food Stamp/SNAP bnfts in the past 12 mo,Vacant housing units,Lacking complete plumbing facilities,GRAPI 35.0 percent or more,Population 25 years and over  Less than 9th grade,Percent high school graduate or higher,Percent bachelor's degree or higher,NTA_code,NTA_name,geoeligibility_b,community_school,uniforms,type
20K445,New Utrecht High School,0.81,0.87,0.64,0.89,0.8,0.86,2.782,2.783,20.4,16.6,0.057,0.665,6.6000000000000005,8.4,9.6,82.5,0.868,0.311,New Utrecht High School,3.05,0.796,0.706,0.585,0.529,0.559,New Utrecht High School,540.8,495.7,39.900000000000006,40.300000000000004,0.516,3.6999999999999997,New Utrecht High School,"New Utrecht High School is committed to educating its students to their maximum potential. To reach this end, we offer a full academic program designed to meet and exceed state standards. The main goal of our staff is to support our students in mastering the challenging curriculum and preparing for success. We offer an ever-expanding range of extracurricular activities and programs that enhance students' high school experience. We are a school steeped in tradition where parents are welcomed and encouraged to be partners in their child's success.",Bensonhurst West,"1601 80th Street, Brooklyn NY 11214 (40.613041, -74.002308)",718-232-2500,718-259-5526,MGoldfa3@schools.nyc.gov,www.NewUtrechthighschoolnyc.com,9-12,3553,8:20am,3:10pm,No data,"Archon Community Honor Society, Art Exhibits, Chinese New Year Show, Debate Team, Fashion Show, International Festival, Key Club, Mock Trial, Model UN, National Honor Society (Arista), Peer Mediation/Conflict Resolution, Peer Tutoring, Spring Musical, Talent Show, Theater Guild, Tri-Music Honor Society; We offer over 40 after-school clubs","Badminton, Baseball, Basketball, Bowling, Football, Handball, Soccer, Swimming, Tennis, Volleyball, Wrestling","Badminton, Basketball, Bowling, Flag Football, Handball, Soccer, Softball, Swimming, Tennis, Volleyball",No data,No data,0.742999971,0.879999995,0.850000024,0.563000023,81.0000002,False,False,False,False,False,False,False,False,No data,1601 80th Street,Brooklyn,11214,NY,40.61304,-74.0023,11,43,182,3162711.0,3062710001.0,Bensonhurst West                                                           ,BROOKLYN ,bensonhurst west,BK28 Bensonhurst West,Percent,9.72758791480931,7.89783625534206,4.943298448699398,18.2420836558199,6.834498542182651,0.35333310899485143,48.60236437962656,16.691404446203574,68.88152252787123,19.72755458803351,BK28,Bensonhurst West,False,True,True,Community
20K485,High School of Telecommunication Arts and Technolo,0.83,0.89,0.79,0.91,0.82,0.92,2.92,2.841,6.4,19.400000000000002,0.028,0.645,2.1,2.9000000000000004,3.4,60.0,0.928,0.182,High School of Telecommunication Arts and Technolo,3.82,0.883,0.81,0.705,0.754,0.693,High School of Telecommunication Arts and Technolo,510.1,500.6,34.599999999999994,47.199999999999996,0.667,0.6,High School of Telecommunication Arts and Technology,"Our school is truly a school for the 21st century, enhancing rigorous academics in the liberal arts tradition with the most advanced technologies. Our small and ethnically diverse student body and our outstanding faculty work together to explore and maximize each student's individual strengths. Through an incredibly rich array of programs, electives, teams, and clubs, we offer students the opportunity to find a niche and to develop into responsible and productive citizens. We are very proud that our graduates have demonstrated their ability to be successful in the finest universities in the nation. In addition to our challenging educational program, we are an exceptionally friendly school - one of the best-kept secrets in the city.",Bay Ridge,"350 67th Street, Brooklyn NY 11220 (40.636721, -74.023419)",718-759-3400,718-759-3490,xshepard@schools.nyc.gov,www.hstat.org,9-12,1277,8am,3pm,No data,"Arista National Honors Society, LINK, Model UN, Science League, Spirit Squad, Student Government, Animal Club, Audio/Visual (A/V), Blueprint Leadership, Book Club, Culinary, Dance/Step, Debate, Explore Your City, French, Knitting, Latin, Math, Red Cross","Baseball, Basketball, Bowling, Cross Country, Handball, Outdoor Track, Soccer, Swimming, Volleyball","Basketball, Bowling, Handball, Soccer, Softball, Swimming, Tennis, Volleyball",No data,No data,0.875,0.930000007,0.839999974,0.772000015,94.9999988,False,False,False,False,False,False,False,False,No data,350 67th Street,Brooklyn,11220,NY,40.63672,-74.0234,10,43,70,3144482.0,3058500030.0,Bay Ridge                                                                  ,BROOKLYN ,bay ridge,BK31 Bay Ridge,Percent,8.50403034613561,7.130608745355816,2.683623892540726,11.123178050871678,5.750841750841751,0.2429265504429837,41.827279466271314,7.352965629624703,85.322336586907,43.01035933420908,BK31,Bay Ridge,False,True,True,Community
20K490,Fort Hamilton High School,0.8,0.86,0.71,0.86,0.74,0.84,3.003,2.917,16.6,15.2,0.04,0.624,5.7,7.8,4.8,81.10000000000001,0.9,0.267,Fort Hamilton High School,2.83,0.753,0.681,0.704,0.542,0.598,Fort Hamilton High School,552.6,521.9,43.4,47.599999999999994,0.657,2.7,Fort Hamilton High School,"Fort Hamilton High School is the largest comprehensive urban high school in a suburban setting and is referred to as the jewel in the crown of the Bay Ridge community. Based on the philosophy that all students can succeed, Fort Hamilton High School strives to set the standard for excellence and is a magnet program citywide for the performing arts. The school facility has experienced a renaissance: a modern science lab and state-of-the-art dance room for the Joffrey Ballet Academy. The school is replete with state-of-the-art technology including SmartBoards in every classroom, Mobile Labs, and iPad Labs.",Bay Ridge,"8301 Shore Road, Brooklyn NY 11209 (40.626827, -74.038103)",718-748-1537,718-836-3955,FortHamiltonHS@fthamiltonhs.org,www.fthhs.org,9-12,4408,9am,3:45pm,No data,"Peer Tutoring, After-School and Saturday Tutoring, Saturday Academy, Student Leadership Program, Targeted Credit Recovery, The Anchor: Literary Art Magazine, Math Team, Mock Trial, Model UN, National Honor Society, The Pilot School Newspaper, Chamber Music, Guitar Ensemble, Yearbook, Theatrical Productions, Joffrey Ballet, Anime, Arabic Club, Asian Club, Cheerleading, Chess, Hellenic, Italian, Key Club, Make A Difference, Medical Science, Reach Out, Robotics, Tech Squad","Baseball, Basketball, Bowling, Football, Handball, Outdoor Track, Soccer, Swimming, Tennis, Volleyball","Basketball, Bowling, Cross Country, Flag Football, Golf, Handball, Indoor Track, Lacrosse, Outdoor Track, Soccer, Softball, Swimming, Tennis, Volleyball",Golf,No data,0.742999971,0.930000007,0.879999995,0.569000006,81.0000002,False,False,False,False,False,False,False,False,No data,8301 Shore Road,Brooklyn,11209,NY,40.62683,-74.0381,10,43,46,3152318.0,3060130001.0,Bay Ridge                                                                  ,BROOKLYN ,bay ridge,BK31 Bay Ridge,Percent,8.50403034613561,7.130608745355816,2.683623892540726,11.123178050871678,5.750841750841751,0.2429265504429837,41.827279466271314,7.352965629624703,85.322336586907,43.01035933420908,BK31,Bay Ridge,False,True,True,Community
20K505,Franklin Delano Roosevelt High School,0.73,0.72,0.7,0.7,0.73,0.79,2.666,2.539,36.5,14.299999999999999,0.057,0.769,13.200000000000001,16.7,2.0,84.3,0.887,0.286,Franklin Delano Roosevelt High School,3.39,0.68,0.64,0.505,0.492,0.467,Franklin Delano Roosevelt High School,529.3,484.5,29.4,28.7,0.504,1.6,Franklin Delano Roosevelt High School,"Â“Democracy cannot succeed unless those who express their choice are prepared to choose wisely. The real safeguard of democracy, therefore, is education.Â” Â—Franklin Delano Roosevelt. To this end, we at Franklin Delano Roosevelt High School provide our students with an extensive range of academic courses and extracurricular activities. The introduction of grade-level communities provides the benefit, focus, and intimacy of a small school while still maintaining the choices, options, and diversity of a large comprehensive high school.",Borough Park,"5800 20th Avenue, Brooklyn NY 11204 (40.621299, -73.982583)",718-621-8800,718-232-9513,No data,fdrhs.schoolwires.net,9-12,3177,9:30am,4:15pm,No data,"Clubs: Art, Cheerleaders, Chess, Chinese Culture, Christian, Computer Service Squad, Debate Team, Drama, Environmentalist, FDR Theatre Guild, Film, Future Business Leaders of America, Hispanic, Anime, Intel, Jewish, Key, Math Team, Mock Trial, Multicultural, Muslim Student Association, My Generation, National Honor Society, Newspaper, Origami, Peer Mediation and Negotiation, Peer Tutoring, Robotics, Yearbook","Badminton, Baseball, Basketball, Bowling, Football, Handball, Outdoor Track, Soccer, Table Tennis, Tennis, Volleyball, Wrestling","Badminton, Basketball, Bowling, Flag Football, Handball, Soccer, Softball, Table Tennis, Tennis, Volleyball","Cricket, Golf",No data,0.629000008,0.850000024,0.850000024,0.504999995,85.0000024,False,False,False,False,False,False,False,False,Open only to Brooklyn students/residents,5800 20th Avenue,Brooklyn,11204,NY,40.6213,-73.9826,12,44,468,3131537.0,3055060006.0,Borough Park                                                               ,BROOKLYN ,borough park,BK88 Borough Park,Percent,7.037133212152687,8.384819064430715,7.015004413062665,28.741394527802296,7.748176133402814,0.5507502206531333,60.30911062906725,15.081139035781133,72.15104762943176,18.521143397117886,BK88,Borough Park,True,True,True,Community
20K609,Urban Assembly School for Criminal Justice,0.87,0.87,0.77,0.91,0.82,0.89,2.985,2.648,12.0,15.2,0.006,0.716,3.8,7.000000000000001,10.0,59.099999999999994,0.897,0.341,Urban Assembly School for Criminal Justice,4.06,0.929,0.838,0.81,0.612,0.718,Urban Assembly School for Criminal Justice,488.1,499.0,27.1,52.900000000000006,0.747,1.2,Urban Assembly School for Criminal Justice,"The Urban Assembly School for Criminal Justice (UASCJ) is an all-girls school that prepares students for college and the world of work, teaching them the content and skills necessary for future success. We help develop the work habits and study skills that promote academic achievement. Students are also encouraged to participate in the many after-school and extracurricular activities we offer as they are integral to future educational and work success. As an all-girls school, our students are part of a tight-knit, diverse community and they benefit greatly from our small size and unique personal attention.",Borough Park,"4200 16th Avenue, Brooklyn NY 11204 (40.6351, -73.982424)",718-438-3893,718-438-3527,cbonet@uascriminaljustice.org,www.uascriminaljustice.org,6-12,529,8:45am,3:05pm,No data,"Peer Mediation, Drama, Student Council, Good Will Club, Girls' Generation, Newspaper, English as a New Language Tutoring",No data,No data,No data,"Double Dutch, Soccer, Basketball, Cheerleading, Flag Football, Softball, Running Club",0.896000028,0.910000026,0.810000002,0.785000026,88.9999986,True,False,False,False,False,False,False,False,No data,4200 16th Avenue,Brooklyn,11204,NY,40.6351,-73.9824,12,44,230,3125676.0,3053620021.0,Borough Park                                                               ,BROOKLYN ,borough park,BK88 Borough Park,Percent,7.037133212152687,8.384819064430715,7.015004413062665,28.741394527802296,7.748176133402814,0.5507502206531333,60.30911062906725,15.081139035781133,72.15104762943176,18.521143397117886,BK88,Borough Park,False,True,True,Female Only
21K337,International High School at Lafayette,0.82,0.88,0.81,0.91,0.84,0.92,1.833,2.32,87.5,3.3000000000000003,0.003,0.919,23.400000000000002,36.199999999999996,5.8,76.9,0.889,0.298,International High School at Lafayette,3.41,0.67,0.663,0.514,0.43,0.2,International High School at Lafayette,447.7,381.3,17.0,7.000000000000001,0.156,1.0,International High School at Lafayette,We serve recent immigrant English Language Learners. Students learn English in all of their classes and have the chance to work in groups with students from more than 25 different countries. We are a small school where every student gets the attention and support he or she needs to be successful. Students will graduate from our school with the skills necessary for success in college and beyond.,Gravesend,"2630 Benson Avenue, Brooklyn NY 11214 (40.593028, -73.986313)",718-333-7860,718-333-7861,jharrim@schools.nyc.gov,schools.nyc.gov/SchoolPortals/21/K337,9-12,366,9:15am,4pm,No data,"Art, Chess, Dance, Digital Media, Film, Guitar, Literacy, Math Center, Photography, Regents Exam Preparation, SAT Preparation, Saturday Explorers, Service Learning, Student Government, Theater, Tutoring, Writing Center","Baseball, Basketball, Bowling, Cross Country, Football, Handball, Indoor Track, Outdoor Track, Soccer, Tennis, Volleyball, Wrestling","Badminton, Basketball, Bowling, Flag Football, Soccer, Softball, Table Tennis, Volleyball",Cricket,"Basketball, Volleyball, Weightlifting",0.771000028,0.910000026,0.810000002,0.476000011,79.0000021,False,False,True,True,False,False,False,False,No data,2630 Benson Avenue,Brooklyn,11214,NY,40.59276898351605,-73.9859579959197,13,47,306,3186454.0,3068830001.0,Gravesend                                                                  ,BROOKLYN ,gravesend,BK26 Gravesend,Percent,11.972879113610055,12.486447415973979,4.951210697506324,25.316226960607157,3.672758920800696,0.117455728225515,42.72769159883274,13.399029269010148,74.15306172476345,23.09163112222386,BK26,Gravesend,False,True,True,International Performance Assessment
21K344,Rachel Carson High School for Coastal Studies,0.77,0.78,0.72,0.8,0.78,0.88,2.857,2.546,13.100000000000001,19.6,0.0,0.628,7.5,5.6000000000000005,10.6,85.7,0.864,0.391,Rachel Carson High School for Coastal Studies,2.99,0.674,0.691,0.543,0.394,0.425,Rachel Carson High School for Coastal Studies,492.1,489.7,17.299999999999997,29.9,0.682,1.6,Rachel Carson High School for Coastal Studies,"Our mission is to provide a strong core academic curriculum with a concentration in marine sciences. Imagine an education being delivered along the shores of the Atlantic Ocean in the legendary community of Coney Island, surrounded by the New York Aquarium's collection of marine mammals, fish, and invertebrates. Our partnerships with the New York Aquarium and the Brooklyn Center for the Urban Environment offer students a world-class, challenging, standards-based education.",West Brighton,"521 West Avenue, Brooklyn NY 11224 (40.582518, -73.972009)",718-265-0329,718-372-2514,ewilens@schools.nyc.gov,www.RachelCarsonhs.org,9-12,562,8am,2:20pm,No data,"After-School Program collaboratively developed by teachers and students, After-School Tutorials, Basketball, Cross-Age Tutoring, Debate, Ecology, Environmental Science, Film and Video, Literary Journal, National Honor Society, New York Aquarium Internships, Odyssey Blended Learning, Rosetta Stone, Saturday School Tutorials, YWCA Program and Special Trips, Intel Research, Mouse Squad, Student Government, SAT Prep, Saturday School Enrichment and Tutorial Programs.","Baseball, Basketball, Bowling, Cross Country, Football, Handball, Indoor Track, Outdoor Track, Rugby, Soccer, Volleyball, Wrestling","Basketball, Bowling, Softball, Volleyball",Outdoor Track,Our school athletes join students from William E. Grady Career and Technical Education High School to compete in the PSAL program; Intramural Sports program,0.842000008,0.860000014,0.75,0.477999985,86.0000014,False,False,False,False,False,False,False,False,No data,521 West Avenue,Brooklyn,11224,NY,40.58252,-73.972,13,47,354,3196292.0,3072500025.0,West Brighton                                                              ,BROOKLYN ,west brighton,BK23 West Brighton,Percent,6.48353271304091,11.46274607525542,2.3548467480687765,23.77273859955146,6.28211116300794,0.09967605282830799,46.07662364269617,3.5847369205544792,90.52019675063347,40.34133253838128,BK23,West Brighton,False,True,True,Community
21K348,High School of Sports Management,0.79,0.86,0.65,0.91,0.85,0.86,2.524,2.23,8.799999999999999,23.799999999999997,0.004,0.708,11.0,11.0,12.0,76.5,0.806,0.533,High School of Sports Management,2.56,0.673,0.528,0.484,0.127,0.364,High School of Sports Management,417.4,425.2,7.3,18.2,0.195,0.0,High School of Sports Management,"At the High School of Sports Management (HSSM), students have an opportunity to engage in experiential learning opportunities, working with professionals in the areas of Sports Marketing, Sports Writing, Sports Media, Sports Medicine, and Sports Law. All students must adhere to a code of conduct spelled out in the non-negotiables and a strict uniform policy (white polo shirt, black slacks, and black shoes), both designed to continually reinforce the seriousness of purpose and mission of the school. Students are also required to participate in extensive after-school academic enrichment programs.",Gravesend,"2630 Benson Avenue, Brooklyn NY 11214 (40.593028, -73.986313)",718-333-7650,718-333-7675,rpitts@schools.nyc.gov,schools.nyc.gov/SchoolPortals/21/K348,9-12,262,8am,3:45pm,No data,"School-Wide Advisory, Graphic Arts for Sports Organizations, Board Games for Entreprenuers, HSSM Webdesign and Blog Crew, Dance Team for Campus Sports, Math Team, Music, Remote Control Devices for Sports Organizations, Student Government, Broadcasting, Photography, Music for Sports Organizations, Yearbook, Math Challenge, Sport Management Executive Seminar","Baseball, Basketball, Bowling, Cross Country, Football, Handball, Indoor Track, Outdoor Track, Soccer, Tennis, Volleyball, Wrestling","Badminton, Basketball, Bowling, Flag Football, Soccer, Softball, Table Tennis, Volleyball",Cricket,"Flag Football, Intramural Basketball",0.708000004,0.810000002,0.800000012,0.610000014,80.0000012,False,False,False,False,False,False,False,False,No data,2630 Benson Avenue,Brooklyn,11214,NY,40.59316940813013,-73.98548374089538,13,47,306,3186454.0,3068830001.0,Gravesend                                                                  ,BROOKLYN ,gravesend,BK26 Gravesend,Percent,11.972879113610055,12.486447415973979,4.951210697506324,25.316226960607157,3.672758920800696,0.117455728225515,42.72769159883274,13.399029269010148,74.15306172476345,23.09163112222386,BK26,Gravesend,False,True,True,Community
21K410,Abraham Lincoln High School,0.78,0.85,0.71,0.84,0.74,0.84,2.733,2.435,18.099999999999998,16.2,0.057,0.689,9.9,8.7,12.8,80.5,0.86,0.377,Abraham Lincoln High School,2.83,0.712,0.607,0.454,0.426,0.379,Abraham Lincoln High School,488.8,478.2,20.5,27.900000000000002,0.544,3.1,Abraham Lincoln High School,"For nearly a century, we have been a leader in NYC education. Lincoln alumni have gone on to great success. Through our partnership with Johns Hopkins University, we offer Small Learning Communities (SLCs) such that students get individualized attention with access to the resources and facilities of a large comprehensive high school. The first two years are dedicated to socio-emotional development and meeting high school graduation requirements while 11th and 12th grades are devoted to college and career readiness. Our extensive elective course offerings, including Advanced Placement (AP) and CUNY College Now classes, empower our academic achievers to complete up to a year of college credit before graduation.",West Brighton,"2800 Ocean Parkway, Brooklyn NY 11235 (40.582627, -73.968733)",718-333-7400,718-946-5035,21K410@schools.nyc.gov,www.AbrahamLincolnHS.net,9-12,2108,7:28am,3:10pm,No data,"Acting Studio, Animal Care Squad, Anime, Arist National Honor Society, Cheerleading, Chess, Chinese, Conflict Negotiation and Mediation, Debate Team, ELL Acting Studio, Gay-Straight Alliance, Guitar, Hiking, History, Key Club, Landmark Yearbook, Library Squad, Lincoln Ambassadors, Lincoln Log Newspaper, Marine Lab Squad, South Asian, Student Organization, Weightlifting","Baseball, Basketball, Bowling, Football, Handball, Indoor Track, Lacrosse, Outdoor Track, Soccer, Swimming, Tennis, Volleyball, Wrestling","Basketball, Bowling, Cross Country, Handball, Indoor Track, Lacrosse, Outdoor Track, Soccer, Softball, Swimming, Tennis, Volleyball",Cricket,No data,0.657999992,0.829999983,0.800000012,0.542999983,75.0,False,False,False,False,False,False,False,False,Open only to Brooklyn students/residents,2800 Ocean Parkway,Brooklyn,11235,NY,40.58263,-73.9687,13,47,354,3196293.0,3072540001.0,West Brighton                                                              ,BROOKLYN ,west brighton,BK23 West Brighton,Percent,6.48353271304091,11.46274607525542,2.3548467480687765,23.77273859955146,6.28211116300794,0.09967605282830799,46.07662364269617,3.5847369205544792,90.52019675063347,40.34133253838128,BK23,West Brighton,True,True,True,Community
21K468,Kingsborough Early College School,0.86,0.95,0.67,0.98,0.88,0.93,3.238,3.088,0.3,18.9,0.0,0.476,0.3,1.4000000000000001,2.0,81.6,0.912,0.224,Kingsborough Early College School,4.1,0.975,0.835,0.89,0.988,0.813,Kingsborough Early College School,526.9,528.1,36.3,47.5,0.936,1.3,Kingsborough Early College School,"At Kingsborough Early College School (KECS), all students have the opportunity to earn a tuition-free Associate Degree from Kingsborough Community College (KCC) during their time in secondary school. We offer instructional supports, small class size, and access to the KCC campus as early as sixth grade. To promote higher order thinking, students learn through inquiry, enrichment, and a challenging academic program. Our focus on youth development fosters confidence and self advocacy resulting in students becoming successful adults, prepared to continue their studies.",Gravesend,"2630 Benson Avenue, Brooklyn NY 11214 (40.593028, -73.986313)",718-333-7850,718-333-7875,KHoffman3@schools.nyc.gov,www.KECSS.info,6-12,592,8am,2:20pm,No data,"All Subject Tutoring/Regents Prep, Model Congress, National Honor Society (NHS), Tae Kwon Do, Student Advisory Council","Baseball, Basketball, Bowling, Cross Country, Football, Handball, Indoor Track, Outdoor Track, Soccer, Tennis, Volleyball, Wrestling","Badminton, Basketball, Bowling, Flag Football, Soccer, Softball, Table Tennis, Volleyball",Cricket,"Basketball, Flag Football, Flag Rugby, Lacrosse, Volleyball",0.936999977,0.910000026,0.680000007,0.813000023,75.999999,False,False,False,False,False,False,False,True,No data,2630 Benson Avenue,Brooklyn,11214,NY,40.59472986745991,-73.9872178376142,13,47,306,3186454.0,3068830001.0,Gravesend                                                                  ,BROOKLYN ,gravesend,BK26 Gravesend,Percent,11.972879113610055,12.486447415973979,4.951210697506324,25.316226960607157,3.672758920800696,0.117455728225515,42.72769159883274,13.399029269010148,74.15306172476345,23.09163112222386,BK26,Gravesend,False,True,True,Early College
21K525,Edward R. Murrow High School,0.79,0.82,0.73,0.86,0.8,0.89,3.04,2.93,9.2,18.6,0.052,0.581,2.7,12.1,5.3,91.10000000000001,0.907,0.223,Edward R. Murrow High School,2.55,0.804,0.782,0.64,0.62,0.564,Edward R. Murrow High School,530.1,528.4,39.6,51.300000000000004,0.702,3.0,Edward R. Murrow High School,"Edward R. Murrow High School has been preparing students to be college, career, and life ready for over 40 years. Designated a 'School of Excellence' by the United States Department of Education, Edward R. Murrow High School has a long tradition of offering a wide variety of courses that are enhanced by high-quality instruction. We offer a wide range of academic opportunities and extracurricular activities in a learning environment that helps students discover their passions and talents as they learn to make their way in the world.",Midwood,"1600 Avenue L, Brooklyn NY 11230 (40.619671, -73.959141)",718-258-9283,718-252-2611,RDeInnocentiis@schools.nyc.gov,www.ermurrowhs.org,9-12,3885,8:05am,2:45pm,No data,"Students can explore their academic and extracurricular interests by choosing from over 50 different clubs and activities: Academic Teams (award-winning Chess Team, Virtual Enterprise, Moot Court, Mock Trial), Arts (Concerts and Productions, Art Shows, Technical Theatre, S!NG, Digital Media, Music Technology), Community Service and Activism (National Honor Society, Key Club). Visit our website to learn more about our exciting activities and clubs.","Badminton, Bowling, Volleyball, Wrestling","Badminton, Cross Country, Soccer, Table Tennis, Volleyball, Wrestling",Golf,"We offer a variety of after-school recreational and athletic activities, such as Badminton, Basketball, Cricket, Soccer, Volleyball, and Weight Training.",0.816999972,0.920000017,0.879999995,0.708999991,85.0000024,False,False,False,False,False,False,False,False,No data,1600 Avenue L,Brooklyn,11230,NY,40.61967,-73.9591,14,44,768,3180673.0,3067340109.0,Midwood                                                                    ,BROOKLYN ,midwood,BK43 Midwood,Percent,8.27229835991912,14.112859468258275,2.224633749321758,20.537167661421595,6.711884996962948,1.068909386869235,51.30187505554075,6.118564455223652,87.08439505111596,42.15147514812882,BK43,Midwood,False,True,True,Community
21K540,John Dewey High School,0.8,0.88,0.71,0.88,0.75,0.88,2.755,2.665,19.0,14.2,0.041,0.685,9.3,12.0,2.0,65.9,0.882,0.232,John Dewey High School,2.99,0.8,0.666,0.574,0.512,0.478,John Dewey High School,492.0,473.1,30.4,37.6,0.416,2.0,John Dewey High School,"We offer an innovative form of education that empowers students to make responsible decisions. Our school is comprised of six small learning communities. Our small learning communities allow teachers to work with students for enrichment, remediation, and social engagement. Students receive the individualized attention found in a small school within the setting of a comprehensive high school. Our small learning communities prepare students for a variety of career pathways and college readiness programs in core subject areas including the arts, business, and technology.",Gravesend,"50 Avenue X, Brooklyn NY 11223 (40.58807, -73.981925)",718-373-6400,718-266-4385,contact_jdhs@johndeweyhighschool.org,www.johndeweyhighschool.org,9-12,2225,8:13am,3:05pm,No data,"Anime, Asian-American, ASPIRA, Book Worms, Ceramics, Cheer, Rock, Council For Unity, Fashion, Health Occupations, MOUSE Squad, Space Science, Hispanic Leadership Internships, Dance, Enviro-Horticulture, Foreign Languages, Honor Society, Hebrew, Junior Achievement, Key Club, Marine Science, Math, Modeling, Multicultural Club, Peer Mediation, Model Congress, Robotics, Student Organization/Leadership, Theater & Performing Arts, Theatre Development Fund, Arts","Badminton, Basketball, Lacrosse, Soccer, Tennis, Wrestling","Badminton, Basketball, Lacrosse, Outdoor Track, Soccer, Softball, Table Tennis, Tennis, Volleyball",Double Dutch,"We also offer a variety of after-school sports such as Intramural Soccer, Flag Football, Volleyball, Basketball and Badminton, Boys and Girls Basketball",0.699000001,0.860000014,0.779999971,0.638999999,73.0000019,False,False,False,False,False,False,False,False,No data,50 Avenue X,Brooklyn,11223,NY,40.58807,-73.9819,13,47,308,3194998.0,3071850020.0,Gravesend                                                                  ,BROOKLYN ,gravesend,BK26 Gravesend,Percent,11.972879113610055,12.486447415973979,4.951210697506324,25.316226960607157,3.672758920800696,0.117455728225515,42.72769159883274,13.399029269010148,74.15306172476345,23.09163112222386,BK26,Gravesend,False,True,True,Community
21K559,Life Academy High School for Film and Music,0.78,0.78,0.65,0.85,0.8,0.83,2.704,2.382,3.0,23.5,0.013,0.685,7.000000000000001,9.9,1.8,68.4,0.88,0.389,Life Academy High School for Film and Music,3.81,0.892,0.684,0.6,0.6,0.338,Life Academy High School for Film and Music,432.4,443.9,9.2,24.6,0.57,0.0,Life Academy High School for Film and Music,"At Life Academy High School for Film and Music, we infuse the study of film, filmmaking, video/audio production, and new media into student-centered, project-based courses. We focus on building communication skills in writing, presentation, and creativity. We seek students who want to learn in an exciting atmosphere of excellence and creative collaboration.",Gravesend,"2630 Benson Avenue, Brooklyn NY 11214 (40.593028, -73.986313)",718-333-7750,718-333-7775,No data,schools.nyc.gov/SchoolPortals/21/K559,9-12,289,8:23am,2:40pm,No data,"Film, Music, Talent Show, Holiday Concert, Student Council, After-School Tutoring, iLearn courses, After-School Clubs: Debate, Drama/Theatre, Dance/Step, Art/Photography, Music, Table Tennis; and other programs of student interest based on grant funding","Baseball, Basketball, Bowling, Cross Country, Football, Handball, Indoor Track, Outdoor Track, Soccer, Tennis, Volleyball, Wrestling","Badminton, Basketball, Bowling, Flag Football, Soccer, Softball, Table Tennis, Volleyball",Cricket,No data,0.947000027,0.879999995,0.709999979,0.651000023,85.0000024,False,False,False,False,False,False,False,False,No data,2630 Benson Avenue,Brooklyn,11214,NY,40.592849388959095,-73.98597573874805,13,47,306,3186454.0,3068830001.0,Gravesend                                                                  ,BROOKLYN ,gravesend,BK26 Gravesend,Percent,11.972879113610055,12.486447415973979,4.951210697506324,25.316226960607157,3.672758920800696,0.117455728225515,42.72769159883274,13.399029269010148,74.15306172476345,23.09163112222386,BK26,Gravesend,False,True,True,Community
